Context,Utterance,Label
"ok , cds hope now sort with all the udeb at the front in packag file order follow by all the deb in packag file order __eou__ and the packag file alphabet sort by sourc then packag name __eou__ wonder how long that ll take to rsync ... __eou__ __eot__ oooh __eou__ __eot__ could you run `` cat /proc/device-tree`cat /proc/device-tree/aliases/mac-io`/radio/nam '' for me , pleas ? __eou__ ah well , ca n't have everyth __eou__ fair enough , might be more of an oldworld thing __eou__ __eot__ be the latest daili packag sort ? ( or should i wait befor download , to avoid rsync hell ) ? __eou__ __eot__ should be __eou__ rsync actual seem to deal with the sort fair reason __eou__ uuencod be pretti much the standard way to do that , actual __eou__ __eot__ that 's unfortun . : | __eou__ in which case , what 's our favourit decod ? __eou__ __eot__ uudecod 's in sharutil be n't it ? __eou__ which packag do you think aptitud -y instal ~tdesktop should n't have instal ? it might be a germin bug . __eou__ __eot__ fam and it lib ( which should inde be instal with the desktop ) , but i have other packag provid those __eou__ __eot__ yow - i echo elmo 's object to go to sleep when the lid be close on ac __eou__ __eot__ eek __eou__ __eot__ best thing to do with them sometim : - ) __eou__ choos __eou__ __eot__ what doe openssh-serv use openssh-cli for ? __eou__ proxi and so on , or ... ? __eou__ __eot__ /etc/ssh/moduli , ssh-keysign , coupl of other common thing __eou__ __eot__ be think last week - might be cool to have an ssh server with no ssh client __eou__ __eot__ i consid that , but decid against it . __eou__ __eot__ yo yo __eou__ do we decid against hdparm in d-i ? __eou__ __eot__","i think we decid for it , i just have n't do it yet ... __eou__ in fact , how about i file a bug so that i rememb __eou__ oh yes , i still get that grub stuff __eou__",1
"heh , libtiff __eou__ would it be possibl to separ warty-chang and univers chang ? __eou__ __eot__ the w-b stuff be all the same place , so somehow i kinda doubt it ... __eou__ be there baglimit on bob2 's ? __eou__ the changelog say goswin ' __eou__ __eot__",changelog of ? __eou__,1
"xserver-xfree86 be ask me a question __eou__ __eot__ the unmitig gall of it . : - ) __eou__ pleas sudo ls /var/spool/postfix/ { public , privat } __eou__ __eot__",i just instal sshd and i 'd like to check all the login : ) __eou__ yes ... i instal syslog-ng __eou__ but i 'd like to be abl to build a script by myself : p __eou__ becaus i do n't success __eou__ ok __eou__,0
"you can right click on the file in nautilus __eou__ and add to the playlist __eou__ __eot__ nope , doe n't work . __eou__ not over sftp . __eou__ libgnomecup __eou__ what languag be you run with ? __eou__ __eot__ it display some messag in the consol if you run it from a gnome-termin __eou__ __eot__ well , i 'm just a stupid user who doe n't `` run '' it , it just start automat , and if i pop in one of my thumbdriv , it work , if i pop the other one in , it doe n't . __eou__ have a look at my epiphani bug ? __eou__ __eot__ see it , i ll do an upload soon __eou__ i ve upload epiphani some day ago __eou__ __eot__ care to add that build-dep and upload ? __eou__ __eot__ ok , i ll do it __eou__ __eot__ ani idea about 1443 ? __eou__ __eot__ no idea for 1443 , sorri __eou__ __eot__ what be the environ var i need to set to get glib 's g_log function to output stuff ? __eou__ __eot__ there be no variabl __eou__ depend on the code , what 's the output of g_log in your program ? __eou__ __eot__ g_log ( lm_log_domain , lm_log_level_net , `` \nrecv [ % d ] : \n '' , __eou__ __eot__ g_log_default_handl ( ) __eou__ __eot__ ok , thank . : ) __eou__ __eot__ np __eou__ __eot__ yes ; arc packag be _very_ rare . __eou__ __eot__ the fix be not trivial __eou__ __eot__ sure it be , remov the x-arc entri , sinc it 's wrong . __eou__ __eot__","provid trash have n't be clean , yes __eou__",0
"be there go to be anoth test releas befor the weekend ? __eou__ __eot__ you mean includ sounder 7 or not ? __eou__ righto , hope tonight but i have no idea how late __eou__ what about them ? __eou__ __eot__",can not find server be differ from 404. http : //www.doom9.org __eou__,0
"see my bug on grub bootsplash ? __eou__ __eot__ yes , i alreadi respond __eou__ colin alreadi post a patch , i ll check it tomorrow __eou__ i have to get a basic usplash in post-hast __eou__ __eot__ ani other chang from the test packag in your homedir ? __eou__ __eot__","a new upstream releas mad the patch slight differ , but basic the same __eou__ can you file a bug on it with a screenshot of the properti in hal-device-manag ? __eou__",1
"i do have , until some fascist steal it __eou__ __eot__ how do you know he be n't a liber , or a labour ? __eou__ it doe ? __eou__ __eot__ so just you and me then ? ; - ) __eou__ __eot__ yup ; ) __eou__ pleas , just a small ssl cert fortun ? __eou__ __eot__ no ! __eou__ __eot__ s/graphical// __eou__ __eot__ chunderbird be my least favourit so far , especi now that mutt imap doe n't suck __eou__ __eot__ chunderbird ? you mean thunderbird ? and you have appli the imap header cach patch and so on ? __eou__ __eot__ i have the imap header cach patch in mutt , yeah __eou__ __eot__ be it possibl to put a laptop to sleep without close the lid ? __eou__ __eot__","i do n't use anyth right now , be think on go with default , but if you say it work with thunderbird , and i ca n't get it to work with no effort with evolut , then thunderbird it ll be __eou__",0
"dhcp be not alway your friend . __eou__ what addit config doe postfix need to send mail for your 80 % ? ? __eou__ __eot__ need /etc/mailnam set to a domain that exist outsid your lan , and relayhost set to the isp 's smtp server ( sinc most of them block outbound port 25 these day ) __eou__ __eot__ yeah - that 'd be those peski question thing ... : - ( __eou__ pardon my frustrat , bntw . __eou__ be you tri to set the rhs to a cname ? ? ? __eou__ __eot__",not sure __eou__,0
"will ani mono app be bundl with core ? or be they just go to remain in `` univers '' ? __eou__ __eot__ hoari probabl ; we freeze warti befor mono 1.0 __eou__ you mean a p-m ... there be n't a p4-m __eou__ general speak , new/novic user will onli dist-upgrad between releas . it tend to be fine then , becaus the end result of each work __eou__ __eot__",be you sure you do n't have a virus ? __eou__ a similar thing happen to my brother comput while play wow __eou__ turn out he have somehow get a virus and couldnt boot anymor __eou__,0
"`` crack '' ? : ) __eou__ i ve be type on keyboard for somewher in the ring of twenti years.. if i be to get rsi , i would have have it as a ten-year old . __eou__ what via crash ? __eou__ __eot__ xfree be deepli unhappi on the via graphic chipset laptop __eou__ __eot__ ok , via graphic chipset , i do n't think i have that __eou__ __eot__","i have never mess with it , so i do n't know __eou__",0
"ok , i have n't take the c3 out of it box yet actual , but remind me tomorrow __eou__ or if it 's more urgent i ll make time this even __eou__ it 's get quit scari __eou__ __eot__ well , clear you have no need for that grey pos and can send it to me ; ) __eou__ you have an amd64 ? __eou__ __eot__ not quit yet __eou__ __eot__ rad __eou__ right __eou__ __eot__ the xresprob packag , i mean __eou__ __eot__ right __eou__ well , note the abov if you ever need to use xresprob for anyth installer-wis or whatev : ) __eou__ __eot__","i plan not to touch x if i can help it , but thank : ) __eou__",1
"i suspect that 's the one psi have __eou__ half the time , psi just kick up a new window with it notif icon , instead of use the area __eou__ __eot__ sound like a differ bug __eou__ __eot__ rad __eou__ rad __eou__ doe that build and work for you ? if so , could you pleas nmu it with a note that i ask ? __eou__ oh , and if you could patch the makefile.am as well as the makefile.in , that 'd rock . cheer . __eou__ ( and priority=high to hit sarg ) __eou__ yo : ) __eou__ i use g-p-m and g-o- , as well as the other gnome-bluetooth stuff , and it 's mad phat __eou__ ah , suck : \ __eou__ __eot__ walk to the nearest market and pay a few quid for them to unlock it __eou__ __eot__ nice book ; i 'm thorough enjoy it thus far __eou__ how 's thing ? __eou__ __eot__ they re go ok thank . i 'm go crazi right now tri to , umm , write a book about debian __eou__ __eot__ heh , nice one __eou__ __eot__ but what i 'd rather be do be play with ubuntu etc __eou__ __eot__","hm , ok , don't have experi with encrypt filesystem __eou__ can that be mount with a live-cd too ? __eou__",0
"all cool peopl have amd64 __eou__ __eot__ bah __eou__ __eot__ seem to work fine on my workstat . __eou__ __eot__ ... __eou__ __eot__ i 'm sure you ll love the ia32-lib sourc . a chummi 138mb . __eou__ __eot__ i 'm melltinnnnggggg ! __eou__ __eot__ sure , we ll make d-i shinygraph __eou__ __eot__",i need a new apt __eou__,0
"actual , i can test this ... __eou__ __eot__ you can ? ewww __eou__ __eot__ my network setup partial date back to the time when i could n't afford a hub __eou__ __eot__",seem we be in the same boat __eou__,0
"do n't see what 's wrong with it , i kinda like the idea of see link strength of adjac network through hal __eou__ make write applet so much easier : p __eou__ __eot__ heh __eou__ mayb this thread : http : //freedesktop.org/pipermail/hal/2004-may/000170.html __eou__ __eot__ yeah , read that one __eou__ be n't it like 10 or 11am there though ? __eou__ be you sure that 's not 9pm ? ! sinc when do you get up in the morn ? __eou__ __eot__ ever sinc i get back : \ __eou__ i 'm a uni bum , i 'm cheap __eou__ __eot__ just put kinnison on your testicl , it 's far more ... effect __eou__ __eot__ do n't give him idea . __eou__ yeah __eou__ whichi never do get workng properl __eou__ __eot__ i just stick `` auth enabl ; '' in /etc/bluetooth/hcid.conf __eou__ i ll do it for love and money __eou__ __eot__ it get past makeafl , you win __eou__ how 's the build ? __eou__ __eot__ whir ... get trip by the lack of an .orig.tar.gz < g > __eou__ __eot__ fuck __eou__ __eot__ sudo -s __eou__ be build shit now __eou__ __eot__ sigh , thank __eou__ __eot__ i ve never build x befor ... i 'm go to leav it run __eou__ __eot__ buy more machin , then : p __eou__ __eot__ be n't that , it 's that they re just bore and not new : p __eou__ `` spray drink over '' i suspect __eou__ __eot__ probabl $ bling when it come out here , though __eou__ the k700i be a mere $ au700 outright ( not simlock ) , and that 's the exact same as the t630 __eou__ __eot__ cheap to unlock though __eou__ __eot__",« scp /path/to/localfil user @ server : /remote/path/ » iirc __eou__,0
"how do i get flash plugin work in warti ? __eou__ __eot__ apt-get instal swf-player __eou__ __eot__ thank . i be search in synapt for name with `` flash '' in , not `` swf '' __eou__ __eot__ ubuntu team meet be in progress __eou__ __eot__",sorri -- figur that would be on ubuntu-meet __eou__,1
"how doe kdrive rate against a one second startup ? __eou__ __eot__ not quit sure , but it 's pretti damn quick . most of it be , of cours , in the mode switch : \ __eou__ __eot__ can we make kdrive use vesa without a mode switch ( ie . if use the current mode ) ? __eou__ that be what xdirectfb doe and it fast __eou__ __eot__","i do n't use thunderbird , but i still think that it should be a set within thunderbird or no set at all . btw it 's not `` european date format '' , it 's the iso format , i e intern format . : d __eou__",0
"or we could instal fortun ... __eou__ xscreensav be sit permut `` no such file or directori '' around the amd 's screen at the moment __eou__ ubuntu-fortun ? : - ) __eou__ we can have fortune-mod without all the actual data , ca n't we ? __eou__ __eot__ be that the xscreensaver-fortun when fortun isnt instal ? __eou__ __eot__ yes __eou__ __eot__ the load could be deal with by just have a coupl of reverse-squid box in front of the main/cdimag server __eou__ q : have the 5minut authen cach be disabl ? it ll drive peopl nut __eou__ __eot__ base-config ( 2.44ubuntu14 ) warti ; urgency=low __eou__ assum that 's what you mean __eou__ __eot__ ! prais $ deiti __eou__ what would be use be to have gtksudo still pop up a dialogu if it be call ; state that you be still authen but ask you to confirm the command ( and show it ) with an ok __eou__ __eot__ not my field : ) __eou__ um , d-i doe __eou__ the issu be probabl not dud burn there , it 's that the archiv have newer version of packag than the cd __eou__ __eot__ both probabl contribut to the problem __eou__ yes we can . just mung canon 's offic iso 's with an extra flag __eou__ __eot__ disapprov heavili of that kind of thing __eou__ also , we ll be publish the offici iso ; what 's to stop peopl burn them , or inde from copi press cds ? __eou__ __eot__ `` i see you re use a self-burnt cd . would you like me to checksum it first ? '' __eou__ can bit-twiddl sometim off the end of the cd __eou__ __eot__ i disapprov of do someth i ca n't even test myself ! __eou__ __eot__ can bit-twiddl someth off the end of the cd ; be somebodi copi it , it ll disappear __eou__ __eot__ i will not do that , sorri __eou__ __eot__","if i write the code , would you consid use it ? : - ) __eou__",1
athero __eou__ __eot__ you forget where i use to work ? __eou__ __eot__ rout him would be less comfort : - ) __eou__ __eot__,"have n't get us ani yet , have it ? __eou__ it still would n't be higgi though : ( __eou__",1
"talk of which ... hal doe n't work on warti __eou__ start then exit __eou__ tri to figur out whi atm __eou__ __eot__ i have the same problem __eou__ though , i instal debian 's kernel-image-2.6.8 and it seem to work , go figur __eou__ __eot__ what wifi card have you get in that thinkpad of your ? __eou__ __eot__ madwifi __eou__ oh , i know this bug __eou__ it fix now upstream __eou__ i make a patch for it one time a while back __eou__ let me get the patch __eou__ http : //bugs.breakmygentoo.net/attachment.cgi ? id=327 & action=view __eou__ no , the code be remov upstream a few day after my patch __eou__ they decid to roll back the wifi stuff __eou__ we could alway get the newest dbus and hal ( which may not actual be a bad idea ) __eou__ with english becom such a univers languag , we should just switch everyon to est as well ; ) ( jk ! ! ! ) __eou__ __eot__ ok , from hal-device-manag 's stdout i get : __eou__ __eot__ check out hal-device-manag -- doe it have the right properti of someth mountabl ? __eou__ __eot__ how do i tell ? __eou__ __eot__","block.is_volum , block.storage_devic , info.cap = *block volume* __eou__ that may be the problem , perhap hal be n't awar of your devic __eou__",1
"not onli that , suspend with apm requir root and there be no provis for that __eou__ __eot__ better than start stupe yelp __eou__ __eot__ yes , i never use it for help __eou__ __eot__ get my mail , by the way ? __eou__ __eot__","most , use app that be no longer develop arent advis , heh __eou__",0
"no , the thread be on warti list __eou__ __eot__ this will all hope be a non-issu with sourcer : - ) __eou__ __eot__ could we get bugzilla compon for xscreensav , gnome-applet and trashapplet ? __eou__ __eot__ yes , i ll add them __eou__ __eot__ ok , thank __eou__ __eot__ do __eou__ __eot__ libgtop2 ( which be a part of the gnome desktop ) have just make a sonam chang . warti have onli 2 revers depend on it , there be no problem to updat to the new version now ( i ve the 3 packag readi , just check ) ? __eou__ __eot__ sound fine __eou__ how be eject/remov suppos to work in nautilus ? __eou__ __eot__ right click on the devic icon , eject/umount __eou__ __eot__ we ll need to do someth about the secur issu ; i think we ll probabl sync the new version __eou__ an upload of gaim ? __eou__ base on 1:0.82.1-1 ? __eou__ i ll reassign the secur bug to you , then , and you can close it when you upload __eou__ be n't that correct ? __eou__ be that difficult to implement ? __eou__ can this be fix today ? it 's veri import to me that our daili cd build work at this point __eou__ evolution1.5 and evolution-data-serv can not be instal simultan __eou__ __eot__ gni ? __eou__ i ve upload all the piec in the same time this morn __eou__ seem to be fine for evolut here , do you still have some problem with an updat ? __eou__ __eot__ no , fine now __eou__ ani idea ? __eou__ __eot__ i 'm just back from dinner __eou__ __eot__","in the manual instal thing , you can choos to not format a partit befor instal . that keep /home __eou__ er manual partit thing , i mean __eou__ id ask that in # ubuntu-op __eou__",0
